,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteratoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumAliphaticHeterocycles,RingCount,MW,LogP,MR,TPSA
774,13,2,5,3,2,5,2,72,0,1,1,1,0.15879999999999989,44.69640000000001,75.27000000000001
775,13,0,3,2,0,3,1,68,1,1,2,2,1.3201900000000002,48.71600000000003,33.2
776,14,3,3,2,2,3,4,76,1,0,1,1,1.1048900000000001,54.175200000000025,63.32000000000001
777,14,2,5,3,2,5,3,78,0,1,1,1,0.5488999999999998,49.313400000000016,75.27000000000001
778,14,0,3,3,0,3,1,72,2,0,2,2,2.13959,54.928000000000026,26.93
779,14,2,3,3,1,3,4,76,1,0,1,1,1.7903799999999999,54.95490000000002,52.32
780,14,2,3,3,2,5,1,74,1,1,2,2,1.9838899999999997,59.56540000000002,36.42
781,14,1,3,3,1,3,0,74,1,2,3,3,1.40018,54.261700000000026,34.03
782,15,1,3,3,1,4,0,80,1,2,3,3,2.12118,62.109700000000025,34.03
783,15,1,2,1,1,2,2,74,2,0,2,2,2.61707,57.24930000000002,37.3
784,15,0,3,3,0,4,1,78,2,0,2,2,2.27869,54.88600000000002,26.93
785,15,0,3,3,0,4,1,78,2,0,2,2,2.7441900000000015,67.64500000000002,26.93
786,15,2,2,2,1,2,0,76,2,0,3,3,1.7773499999999998,59.23540000000003,38.91
787,15,2,5,3,2,5,4,84,0,1,1,1,0.9389999999999997,53.93040000000002,75.27000000000001
788,15,1,7,6,1,8,6,84,1,0,1,1,-0.28480999999999995,45.99120000000002,90.42
789,15,1,2,1,1,2,4,82,1,0,1,1,2.9637800000000007,60.502800000000036,37.3
790,16,2,5,3,2,5,5,90,0,1,1,1,1.3290999999999995,58.547400000000025,75.27000000000001
791,16,4,8,7,3,8,4,86,2,0,2,2,-1.2409399999999997,52.67690000000001,119.05
792,16,2,5,3,2,5,4,90,0,1,1,1,1.1849999999999998,58.477400000000024,75.27000000000001
793,16,1,2,2,1,3,3,88,1,0,1,1,3.2445900000000023,67.86720000000004,29.1
794,16,6,5,4,4,6,2,82,2,0,2,2,0.55643,64.5292,100.80999999999999
795,17,0,2,2,0,3,3,94,1,1,2,2,2.8310900000000014,81.87400000000004,6.48
796,17,2,2,2,2,3,6,96,1,0,1,1,3.9507800000000026,84.26240000000004,24.06
797,17,2,6,5,2,7,2,94,1,1,2,2,1.20799,56.518500000000024,84.32000000000001
798,17,0,4,4,0,4,2,90,2,0,2,2,1.82498,68.43100000000004,30.17
799,17,2,2,2,2,2,2,88,2,0,2,2,2.389460000000001,66.58960000000003,40.46
800,17,1,3,3,1,7,1,94,1,1,2,2,1.7280800000000003,58.24170000000001,28.16
801,17,2,7,6,2,7,2,90,2,1,3,3,0.2609699999999999,56.28050000000002,93.03
802,17,1,5,3,1,5,1,92,0,1,2,2,1.2012999999999998,60.966700000000024,66.48
803,17,1,3,2,1,3,5,94,1,0,1,1,2.0937099999999997,70.97770000000004,32.34
804,18,2,5,3,2,5,7,102,0,1,1,1,2.1093,67.78140000000003,75.27000000000001
805,18,2,3,3,2,3,8,100,1,0,1,1,1.6356799999999996,74.10750000000003,41.489999999999995
806,18,2,3,1,1,3,0,88,2,1,3,3,2.51656,71.35440000000003,46.33
807,18,1,3,3,1,3,6,100,1,1,2,2,1.9165800000000002,71.89180000000005,32.7
808,18,3,3,4,2,5,1,90,3,0,3,3,2.20424,78.88820000000001,59.14
809,19,1,3,2,1,5,9,106,1,0,1,1,2.9425800000000013,79.57880000000004,40.54
810,19,5,6,4,4,7,3,98,2,0,2,2,0.9326299999999998,74.4205,103.89
811,19,2,5,4,2,7,6,102,1,0,1,1,2.05877,82.56040000000003,73.1
812,19,2,4,2,1,4,0,94,2,2,4,4,2.15876,68.99340000000002,58.86
813,19,2,3,1,1,3,0,94,2,1,4,4,2.617260000000001,72.52540000000003,46.33
814,19,2,4,4,2,4,1,94,3,0,3,3,2.0378299999999996,66.60960000000003,70.67
815,19,1,3,2,1,4,1,94,2,1,3,3,2.63947,75.67370000000003,41.46
816,19,1,2,3,1,3,4,98,2,1,3,3,2.9215600000000013,82.04870000000005,15.27
817,19,2,2,3,1,4,3,98,2,1,3,3,3.314260000000001,82.18640000000003,29.259999999999998
818,19,2,2,2,1,2,3,98,2,1,3,3,2.40146,78.78940000000003,29.259999999999998
819,19,0,2,2,0,2,6,100,2,0,2,2,3.244780000000002,78.70100000000005,12.47
820,19,1,2,2,1,2,0,102,1,1,4,4,2.508570000000001,75.33980000000005,23.47
821,19,1,5,3,1,5,3,102,0,1,1,1,1.3065999999999998,70.78670000000002,66.48
822,19,2,4,4,2,4,9,108,1,0,1,1,1.0960799999999995,75.78650000000005,50.72
823,20,6,8,6,5,10,6,108,1,0,1,1,-0.10756999999999961,82.8332,135.0
824,20,2,2,3,1,4,5,106,2,0,2,2,2.966050000000001,84.65140000000004,29.259999999999998
825,20,0,3,3,0,4,5,106,1,1,2,2,3.0806600000000017,88.10000000000004,36.26
826,20,2,3,3,1,3,4,100,3,0,3,3,3.2075500000000012,77.39340000000003,52.05
827,20,1,2,2,1,2,4,104,2,1,3,3,2.662160000000001,83.66170000000007,15.27
828,20,0,3,2,0,4,1,100,2,1,3,3,2.6637700000000013,80.45400000000004,32.67
829,20,0,3,3,0,3,6,106,2,0,2,2,2.813880000000001,81.10700000000004,25.36
830,21,2,2,2,2,3,0,114,1,0,4,4,2.985370000000002,77.86760000000005,40.46
831,21,2,3,3,2,3,4,110,2,1,3,3,1.9053499999999999,84.71650000000004,35.5
832,21,0,1,1,0,1,3,108,2,0,3,3,3.949760000000003,89.47800000000007,3.24
833,21,1,4,4,1,4,4,114,1,2,3,3,1.87619,79.68980000000005,49.769999999999996
834,21,1,4,3,1,4,7,116,1,1,2,2,2.0603799999999994,83.48970000000006,41.57
835,21,0,2,3,0,4,4,110,2,1,3,3,3.9171600000000026,91.68600000000005,6.48
836,21,2,3,3,2,3,0,108,2,2,4,4,1.9764700000000004,79.80150000000003,41.489999999999995
837,21,0,4,2,0,5,1,106,2,1,3,3,2.2293700000000003,80.59500000000003,40.620000000000005
838,21,1,4,4,1,4,1,112,1,2,4,4,0.8160600000000002,78.05080000000005,41.93000000000001
839,21,0,2,2,0,2,4,110,2,1,3,3,3.004360000000001,88.28900000000006,6.48
840,21,2,4,3,2,6,1,106,2,1,3,3,2.6112700000000006,81.82350000000001,61.69
841,22,6,8,5,5,9,3,112,2,0,2,2,0.44261,85.8472,135.0
842,22,0,4,4,0,5,1,108,3,1,4,4,3.1712700000000016,85.16600000000001,43.07
843,22,1,3,3,1,3,0,114,2,2,4,4,2.3186700000000005,84.42880000000004,32.7
844,22,2,4,4,2,4,11,124,1,0,2,2,1.87628,87.45350000000006,50.72
845,22,0,5,5,0,5,3,118,1,2,3,3,1.8129899999999997,80.07550000000005,55.84
846,22,0,6,5,0,7,2,114,2,1,3,3,1.4195600000000002,73.81700000000002,64.43
847,22,1,2,2,1,5,6,118,2,0,2,2,3.863170000000003,78.65670000000004,21.259999999999998
848,22,2,4,4,1,7,9,124,1,0,1,1,3.092080000000001,78.18240000000003,56.84
849,23,0,3,3,0,5,9,130,1,0,1,1,4.199680000000003,97.78800000000007,29.54
850,23,0,4,4,0,6,1,120,2,1,4,4,4.027290000000003,91.67300000000004,43.07
851,23,1,5,5,1,6,1,114,3,1,4,4,2.6621700000000006,86.4218,63.3
852,23,1,5,5,1,6,2,114,3,1,4,4,2.3551500000000005,86.35180000000003,63.3
853,23,1,2,2,1,2,5,124,1,1,4,4,3.9076900000000037,93.82480000000005,23.47
854,23,1,4,5,1,5,8,124,2,1,3,3,3.1122700000000014,94.58570000000006,37.39
855,23,0,6,5,0,8,2,120,2,1,3,3,1.71516,73.84600000000002,64.43
856,23,0,6,4,0,7,2,116,2,1,3,3,1.6770600000000002,81.23240000000003,75.81
857,23,1,5,4,1,5,2,122,2,2,4,4,1.8352699999999997,87.92020000000005,50.160000000000004
858,24,1,4,4,1,6,2,120,3,1,4,4,3.099250000000002,88.51480000000004,50.41
859,24,1,4,4,1,6,1,120,3,1,4,4,3.406270000000002,88.58480000000003,50.41
860,24,3,6,5,3,6,10,134,1,0,1,1,1.4677699999999996,92.92470000000004,87.66
861,24,1,4,4,1,4,8,128,2,1,3,3,3.050770000000001,96.70870000000006,37.39
862,24,0,6,5,0,8,4,126,2,1,3,3,1.7592600000000003,78.73500000000001,64.43
863,25,0,7,6,0,8,2,128,3,1,4,4,2.5505400000000007,88.97150000000003,77.05
864,25,0,3,2,0,3,6,132,2,1,3,3,3.701380000000002,102.73700000000007,23.550000000000004
865,25,1,5,4,1,6,4,128,3,0,3,3,2.8723600000000005,92.13330000000006,68.53
866,26,1,4,3,1,4,8,138,2,1,3,3,3.299570000000002,103.31520000000005,41.57
867,26,0,6,5,0,7,1,136,2,2,4,4,3.5266600000000023,97.98500000000004,64.43
868,26,1,3,3,1,5,6,138,2,1,3,3,4.425280000000003,103.14530000000003,40.54
869,26,1,8,7,1,9,2,134,3,1,4,4,1.6545399999999997,90.12730000000003,97.28
870,26,0,5,4,0,8,6,144,1,2,3,3,2.189680000000001,91.85000000000007,39.68000000000001
871,26,1,3,3,1,5,6,138,2,1,3,3,4.316180000000004,100.45530000000005,40.54
872,26,1,4,4,1,5,8,140,2,1,3,3,2.946480000000001,105.12280000000004,35.940000000000005
873,26,2,3,3,2,9,2,142,2,1,3,3,3.8553500000000027,79.34450000000001,45.150000000000006
874,26,0,3,4,0,5,4,138,2,2,4,4,3.815850000000003,111.29340000000005,23.55
875,27,1,5,4,1,6,8,144,2,1,3,3,3.038780000000002,105.67280000000007,53.01
876,27,2,9,8,2,10,3,140,3,1,4,4,0.6269399999999996,91.53910000000002,117.51000000000002
877,27,1,5,5,1,5,8,142,3,1,4,4,3.3685500000000017,104.27470000000004,50.53
878,28,0,7,6,0,7,6,152,1,2,4,4,1.70759,105.95000000000005,69.64000000000001
879,28,0,4,4,0,4,6,148,2,1,4,4,3.2721500000000017,108.11250000000005,38.769999999999996
880,28,2,7,6,2,7,9,146,3,0,3,3,2.7405500000000007,106.46440000000003,92.79
881,29,1,3,2,1,3,5,144,4,0,4,4,5.118750000000005,114.53020000000002,41.99
882,29,0,4,5,0,5,7,154,2,2,4,4,3.8776500000000036,121.03150000000008,26.790000000000006
883,29,0,5,5,0,7,6,154,2,2,4,4,3.6509800000000032,124.47350000000003,43.86
884,29,2,7,7,2,8,10,154,3,0,3,3,3.309750000000001,115.34240000000004,87.05
885,30,2,7,5,2,8,5,156,4,1,5,5,4.296140000000004,115.2594,78.82
886,30,2,7,6,2,8,6,160,2,2,4,4,0.14966000000000174,108.51500000000004,74.27000000000001
887,31,1,7,7,1,8,4,164,3,2,5,5,2.8138500000000013,110.48580000000004,84.39
888,31,0,5,4,0,7,6,164,2,2,4,4,3.8864800000000033,121.53750000000002,43.86
889,32,2,6,6,2,7,10,166,4,0,4,4,4.3858200000000025,128.3764,74.16
890,32,0,5,4,0,7,7,170,2,2,4,4,4.276580000000004,126.15450000000006,43.86
891,32,2,4,3,1,4,7,164,3,2,5,5,3.276250000000002,125.07640000000004,55.56
892,34,2,4,3,2,4,1,190,0,0,5,5,6.412600000000007,133.07160000000005,74.6
893,35,4,9,7,3,10,11,192,2,1,3,3,1.8594700000000002,132.7127,131.19000000000003
894,36,6,15,15,5,19,9,192,2,2,4,4,-0.6524299999999992,128.65850000000006,223.08999999999997
895,39,7,12,12,6,12,5,208,2,1,5,5,-1.7141899999999977,128.32840000000007,206.07
896,45,4,9,7,4,9,11,240,3,1,5,5,2.6480600000000036,173.00299999999953,118.03000000000002
